label,fam,fam_quelle,kdate,datum_quelle,cohort
GrocerySprintDec05,datausa-grocery-workforce,seite,Dec05,labelname,datausa-grocery-workforce|Dec05
GrocerySprintFeb23,datausa-clothing-workforce,seite,Feb23,labelname,datausa-clothing-workforce|Feb23
GrocerySprintMar26,datausa-grocery-workforce,seite,Mar26,labelname,datausa-grocery-workforce|Mar26
GroceryWatcherJan31X,datausa-grocery-workforce,seite,Jan31,labelname,datausa-grocery-workforce|Jan31
GroceryWatcherNov15,datausa-grocery-workforce,seite,Nov15,labelname,datausa-grocery-workforce|Nov15
GroupUpdate253,,keine,,keine,
GroupUpdate728,,keine,,keine,
GuestAA,,keine,,keine,
GuestAgent,,keine,,keine,
GuestResearch111954,,keine,,keine,
GuestResearch131157,,keine,,keine,
GuestResearch149258,,keine,,keine,
GuestResearch158467,,keine,,keine,
GuestResearch158755,,keine,,keine,
GuestResearch1823,,keine,,keine,
GuestResearch187456,,keine,,keine,
GuestResearch187991,,keine,,keine,
GuestResearch204762,vermont-rent,seite,,keine,
GuestResearch260921,,keine,,keine,
GuestResearch267932,,keine,,keine,
GuestResearch311047,,keine,,keine,
GuestResearch329007,,keine,,keine,
GuestResearch340876,,keine,,keine,
GuestResearch34238,vermont-rent,seite,,keine,
GuestResearch346034,,keine,,keine,
GuestResearch360499,,keine,,keine,
GuestResearch378611,vermont-rent,seite,,keine,
GuestResearch395432,,keine,,keine,
GuestResearch424613,,keine,,keine,
GuestResearch428613,,keine,,keine,
GuestResearch476429,,keine,,keine,
GuestResearch496515,,keine,,keine,
GuestResearch517267,,keine,,keine,
GuestResearch55254,,keine,,keine,
GuestResearch567339,,keine,,keine,
GuestResearch737158,,keine,,keine,
GuestResearch756244,,keine,,keine,
GuestResearch787510,,keine,,keine,
GuestResearch802975,,keine,,keine,
GuestResearch808673,,keine,,keine,
GuestResearch812104,,keine,,keine,
GuestResearch816373,,keine,,keine,
GuestResearch902325,vermont-rent,seite,,keine,
GuestResearch937865,,keine,,keine,
GuestResearch978554,,keine,,keine,
GuestResearchLinks,datausa-cashiers-bachelors,seite,,keine,
GuestTestPersonZ,,keine,,keine,
HansTest,vermont-rent,seite,,keine,
HelperABC,,keine,,keine,
HelperABCD,,keine,,keine,
HelperAbcX17821162632,vermont-rent,seite,,keine,
HelperAgent,vermont-rent,seite,,keine,
HelperAgent2,,keine,,keine,
HelperAgentXyz,,keine,,keine,
HelperAnalyst,,keine,,keine,
HelperAppend008,vermont-rent,seite,,keine,
HelperBot928,,keine,,keine,
HelperCook,,keine,,keine,
HelperCookAgent,,keine,,keine,
HelperDEF,,keine,,keine,
HelperDataOccXX,datausa-occupation-salary-61-62,seite,,keine,
HelperDataZ,,keine,,keine,
HelperEastTx,datausa-poverty-state,stichwort,,keine,
HelperMassQuery,,keine,,keine,
HelperMassRef20241,,keine,,keine,
HelperMassRef35425,,keine,,keine,
HelperMassRef37882,,keine,,keine,
HelperMassRef40482,vermont-rent,seite,,keine,
HelperMassRef46128,,keine,,keine,
HelperMassRef58746,,keine,,keine,
HelperMassRef69168,,keine,,keine,
HelperMassRef76828,,keine,,keine,
HelperMassRef82568,vermont-rent,seite,,keine,
HelperMassRef85636,,keine,,keine,
HelperMassRef96048,,keine,,keine,
HelperNaco2026,datausa-poverty-state,stichwort,,keine,
HelperPovertyStatusX,datausa-poverty-state,stichwort,,keine,
HelperResearchCookXYZ,datausa-poverty-state,stichwort,,keine,
HelperResearchX,,keine,,keine,
HelperUniqueABC577,,keine,,keine,
HelperUniqueabc,,keine,,keine,
HelperX22,,keine,,keine,
HelperXYZ,datausa-poverty-state,stichwort,,keine,
HelperXYZ5515,,keine,,keine,
HelperXYZabc,datausa-poverty-state,stichwort,,keine,
HelpfulCountyResearcher,,keine,,keine,
HelpfulCountyResearcherX,,keine,,keine,
HelpfulMDResearcher,,keine,,keine,
HelpfulPivotResearcher,,keine,,keine,
HelpfulReaderA,,keine,,keine,
IncomeHelperX75372,,keine,,keine,
IncomeResearch314,,keine,,keine,
IncomeResearch3517,aihw-pbs,seite,,keine,
IncomeResearcher7279,,keine,,keine,
IndexReaderSep27X,oecd-equity,seite,Sep27,labelname,oecd-equity|Sep27
J26W3779271,datausa-construction-wage,seite,Jun26,signatur,datausa-construction-wage|Jun26
J26W4942383,ihme-mcv2,seite,Jun26,signatur,ihme-mcv2|Jun26
JQFinalHelper51,,keine,,keine,
Jan02CVDScout,ihme-cvd-deaths,stichwort,Jan02,labelname,ihme-cvd-deaths|Jan02
Jan03A2_1716ad,datausa-construction-workforce,seite,Jan03,labelname,datausa-construction-workforce|Jan03
Jan09PovertyWatcher,datausa-poverty-county,seite,Jan09,labelname,datausa-poverty-county|Jan09
Jan14PovertyWatcher,datausa-poverty-county,seite,Jan14,labelname,datausa-poverty-county|Jan14
Jan17ClothingAgent,datausa-clothing-workforce,seite,Jan17,labelname,datausa-clothing-workforce|Jan17
Jan21PoliceScout,datausa-police-wage-age,seite,Jan21,labelname,datausa-police-wage-age|Jan21
Jan22PovertyWatcher,datausa-finance-gender-gap,seite,Jan22,labelname,datausa-finance-gender-gap|Jan22
Jan27LanguageAgent,datausa-language-french,seite,Jan27,labelname,datausa-language-french|Jan27
Jan27PovertyWatcher,datausa-poverty-county,seite,Jan27,labelname,datausa-poverty-county|Jan27
JanElevenScout,oecd-equity,seite,Oct22,signatur,oecd-equity|Oct22
JanTenResearchHelper,,keine,,keine,
JohnCookTester777,,keine,,keine,
JohnRandomResearcher,,keine,,keine,
JohnResearcher938,,keine,,keine,
Jul01PovertyStateScout,datausa-poverty-state,seite,Jul01,labelname,datausa-poverty-state|Jul01
Jul13SectorAgent,datausa-sector61-state,seite,Jul13,labelname,datausa-sector61-state|Jul13
Jul14PovertyAgent,datausa-poverty-county,seite,Jul14,labelname,datausa-poverty-county|Jul14
Jul17MaidsWatcherX,datausa-maids-wage,seite,Jul17,labelname,datausa-maids-wage|Jul17
Jul18OECDScout,oecd-equity,seite,Jul18,labelname,oecd-equity|Jul18
Jul23WageAgent,datausa-construction-wage,seite,Jul23,labelname,datausa-construction-wage|Jul23
Jul26SectorAgent,datausa-sector61-state,seite,Jul26,labelname,datausa-sector61-state|Jul26
Jul30OECDHelper,oecd-equity,seite,Jul30,labelname,oecd-equity|Jul30
JulSixteenPovertyWatcher,,keine,,keine,
July05PovertyWatcher,datausa-poverty-county,seite,Dec21,signatur,datausa-poverty-county|Dec21
July07Scout,datausa-construction-workforce,stichwort,,keine,
JulyAppend,,keine,,keine,
Jun04RRPScout,oecd-regional-co2,seite,Jun04,labelname,oecd-regional-co2|Jun04
Jun05OECDScout,oecd-equity,seite,Jun05,labelname,oecd-equity|Jun05
Jun10PovertyWatcher,datausa-poverty-county,seite,Jun10,labelname,datausa-poverty-county|Jun10
Jun18PovertyScout,datausa-poverty-state,seite,Jun18,labelname,datausa-poverty-state|Jun18
Jun20VeteranAgent,datausa-cashiers-masters,seite,Jun20,labelname,datausa-cashiers-masters|Jun20
Jun27LanguageAgent,datausa-language-french,seite,Jun27,labelname,datausa-language-french|Jun27
June05PovertyWatcher,datausa-poverty-county,seite,,keine,
June09Scout,oecd-regional-co2,seite,,keine,
JuneScout,oecd-equity,seite,Oct15,signatur,oecd-equity|Oct15
LFRelayApr15,ihme-lymphatic-filariasis,seite,Apr15,labelname,ihme-lymphatic-filariasis|Apr15
LFRelayDec10A3,ihme-lymphatic-filariasis,seite,Dec10,labelname,ihme-lymphatic-filariasis|Dec10
LFRelayNov14,ihme-lymphatic-filariasis,seite,Nov14,labelname,ihme-lymphatic-filariasis|Nov14
LFRelaySep03A2,ihme-lymphatic-filariasis,seite,Sep03,labelname,ihme-lymphatic-filariasis|Sep03
LFRelaySep30A6,ihme-lymphatic-filariasis,seite,Sep30,labelname,ihme-lymphatic-filariasis|Sep30
LFResearchHelperMay03,ihme-lymphatic-filariasis,seite,May03,labelname,ihme-lymphatic-filariasis|May03
LanguageHelperJul17,datausa-language-french,seite,Jul17,labelname,datausa-language-french|Jul17
LanguageHelperOct23,datausa-language-french,seite,Oct23,labelname,datausa-language-french|Oct23
LanguageWatcherDec03X,datausa-language-french,seite,Dec03,labelname,datausa-language-french|Dec03
LanguageWatcherNov12,datausa-language-french,seite,Nov12,labelname,datausa-language-french|Nov12
LatinAgentBridge,,keine,,keine,
LibraryArchiveResearcherK,,keine,,keine,
LibraryArchiveUserQ005,,keine,,keine,
LibraryArchiveUserQ006,,keine,,keine,
LibraryRefAgentZZ,,keine,,keine,
LinkHelper,vermont-rent,seite,,keine,
LinkHelper771,vermont-rent,seite,,keine,
LinkHelperABC,,keine,,keine,
LinkHelperXYZ,,keine,,keine,
LinkJQHelp,,keine,,keine,
LinkNested,,keine,,keine,
LinkVariantTest,,keine,,keine,
LinkWriter,,keine,,keine,
LiveResearch640242,datausa-grocery-workforce,seite,,keine,
LongBotNamed,,keine,,keine,
LooFmt606108,,keine,,keine,
LowcountryArchiveNoteHelperL4,,keine,,keine,
MAResearchHelper991,vermont-rent,seite,,keine,
MASecResearchOpenAI99,,keine,,keine,
MCV2June30Scout,ihme-mcv2,seite,,keine,
MCV2LiveMar28,ihme-mcv2,seite,Mar28,labelname,ihme-mcv2|Mar28
MCV2Nov30Scout,ihme-mcv2,seite,Nov30,labelname,ihme-mcv2|Nov30
MCVScoutAug11,ihme-mcv2,seite,Aug11,labelname,ihme-mcv2|Aug11
MDSecAppend60659,,keine,,keine,
MNLinkRefHelper477,,keine,,keine,
MNLinkRefHelperXZ,vermont-rent,seite,,keine,
MaidsResearchSep02X,datausa-maids-wage,seite,Sep02,labelname,datausa-maids-wage|Sep02
MaidsSequenceAgentSep21,datausa-maids-wage,seite,Sep21,labelname,datausa-maids-wage|Sep21
MaidsWageResearcherOct21,datausa-maids-wage,seite,Oct21,labelname,datausa-maids-wage|Oct21
MaidsWatcherDec03,datausa-maids-wage,seite,Dec03,labelname,datausa-maids-wage|Dec03
MapDataLinks,,keine,,keine,
MapHelper,vermont-rent,seite,,keine,
MapHelperNew992,datausa-poverty-state,stichwort,,keine,
MapJsonHelperJune,,keine,,keine,
MapSecCitations,,keine,,keine,
MapTxtHelper991,vermont-rent,seite,,keine,
Mar03OECDResearcher,oecd-equity,seite,Mar03,labelname,oecd-equity|Mar03
Mar03ResearcherX,datausa-maids-wage,seite,Mar03,labelname,datausa-maids-wage|Mar03
Mar06PovertyWatcher,datausa-poverty-county,seite,Mar06,labelname,datausa-poverty-county|Mar06
Mar18PovertyWatcher,datausa-poverty-county,seite,Mar18,labelname,datausa-poverty-county|Mar18
Mar21OECDScoutX,oecd-equity,seite,Mar21,labelname,oecd-equity|Mar21
Mar22PovertyWatcher,datausa-poverty-county,stichwort,Mar22,labelname,datausa-poverty-county|Mar22
Mar26OAI,datausa-finance-gender-gap,seite,Mar26,labelname,datausa-finance-gender-gap|Mar26
Mar28FastWatcher,datausa-finance-gender-gap,stichwort,Mar28,labelname,datausa-finance-gender-gap|Mar28
Mar30TooltipVerifier,oecd-equity,seite,Mar30,labelname,oecd-equity|Mar30
March13OECDHelper,oecd-equity,seite,Jun06,signatur,oecd-equity|Jun06
March16OECDScout,oecd-equity,seite,Mar16,selbstnennung,oecd-equity|Mar16
March16ScoutB673828,oecd-equity,seite,,keine,
MarketDataResearchHelperX,vermont-rent,seite,,keine,
MarketHelperXy,datausa-finance-gender-gap,stichwort,,keine,
MassConditionalHelper2,,keine,,keine,
MassDataAnalyst,,keine,,keine,
MassHelper11871,,keine,,keine,
MassHelper15722,,keine,,keine,
MassHelper56477,,keine,,keine,
MassMapCitationHelperAB,vermont-rent,seite,,keine,
MassMethodAdd,,keine,,keine,
MassNestedJune21,,keine,,keine,
MassResearchHelper,vermont-rent,seite,,keine,
MassResearchJuneBBB,vermont-rent,seite,,keine,
MassResearchNestedBBB,,keine,,keine,
MassResearchNewZZ,vermont-rent,seite,,keine,
MassResearchUnres,,keine,,keine,
MassResearcherConditional,,keine,,keine,
MassSecWin12,vermont-rent,seite,,keine,
MassUpdater,vermont-rent,seite,,keine,
MassUpdaterJuly,,keine,,keine,
MassUpdaterNew,,keine,,keine,
May01PovertyStateScout,datausa-poverty-state,seite,May01,labelname,datausa-poverty-state|May01
May03EquityAgent,oecd-equity,seite,May03,labelname,oecd-equity|May03
May04OECDCurrent,oecd-equity,seite,May04,labelname,oecd-equity|May04
May08ClothingAgent,datausa-clothing-workforce,seite,May08,labelname,datausa-clothing-workforce|May08
May08LateClothing,datausa-clothing-workforce,seite,May08,labelname,datausa-clothing-workforce|May08
May10ConstructionAgent,datausa-construction-workforce,stichwort,May10,labelname,datausa-construction-workforce|May10
May13OECDScout,oecd-equity,seite,May13,labelname,oecd-equity|May13
May13SectorAgent,datausa-sector61-state,seite,May13,labelname,datausa-sector61-state|May13
May15ConstructionAgent,datausa-construction-workforce,stichwort,May15,labelname,datausa-construction-workforce|May15
May15LanguageAgent,datausa-language-french,seite,May15,labelname,datausa-language-french|May15
May16TimingScout,oecd-equity,seite,May16,labelname,oecd-equity|May16
May17WageAgent,datausa-construction-wage,seite,May17,labelname,datausa-construction-wage|May17
May22OAI,datausa-finance-gender-gap,seite,May22,labelname,datausa-finance-gender-gap|May22
May26CVDScout,ihme-cvd-deaths,seite,May26,labelname,ihme-cvd-deaths|May26
May28OECDScout,oecd-equity,seite,May28,labelname,oecd-equity|May28
May30ConstructAgent,,keine,May30,labelname,
May31ClothingObserver,datausa-clothing-workforce,seite,May31,labelname,datausa-clothing-workforce|May31
MayResearcher,,keine,,keine,
MayTwoCounterCorrectionX,oecd-equity,seite,,keine,
MayTwoCountryCheckX,oecd-equity,seite,,keine,
MayTwoFinalityRelayX,oecd-equity,seite,,keine,
MayTwoMCVScout,ihme-mcv2,seite,,keine,
MayTwoOECDObserverX,oecd-equity,seite,Nov28,signatur,oecd-equity|Nov28
MayTwoOECDWriterBetaX,oecd-equity,seite,May14,signatur,oecd-equity|May14
MayTwoObserverFreshX,oecd-equity,seite,,keine,
McvSaveqFmdSuyrAgent,ihme-mcv2,seite,,keine,
McvSavexbkUUQPyAgent,ihme-mcv2,seite,,keine,
MementoAgentTest,,keine,,keine,
MetaMiner473143,ihme-smoking,seite,Mar23,signatur,ihme-smoking|Mar23
MethodHelperX,,keine,,keine,
MineForce,,keine,,keine,
MineForceZ,,keine,,keine,
MineForceZZ,,keine,,keine,
MineX2,,keine,,keine,
MiniTest777,vermont-rent,seite,,keine,
MyAgentXYZ,,keine,,keine,
MyCitationHelperXYZ,,keine,,keine,
MyClarkSourceReader,,keine,,keine,
MyCookHelperJuneXYZ,,keine,,keine,
MyHelperNameXYZ,,keine,,keine,
MyResearcherZAB,,keine,,keine,
MyTempTry,,keine,,keine,
NacoResearcherX,datausa-poverty-state,stichwort,,keine,
NameTester,,keine,,keine,
NavTiny2884,,keine,,keine,
NewResearchName445,,keine,,keine,
NewWikiUserABCD,,keine,,keine,
NewYork,datausa-occupation-salary-61-62,stichwort,,keine,
NoteResearchMassJSXI,vermont-rent,seite,,keine,
Nov01FinanceWatcher,datausa-finance-gender-gap,seite,Nov01,labelname,datausa-finance-gender-gap|Nov01
Nov08ConstructionAgent,datausa-construction-workforce,seite,Nov08,labelname,datausa-construction-workforce|Nov08
Nov18PovertyWatcher,datausa-poverty-county,seite,Nov18,labelname,datausa-poverty-county|Nov18
Nov21ClothingAgent,datausa-clothing-workforce,seite,Nov21,labelname,datausa-clothing-workforce|Nov21
Nov22OECDScout,oecd-equity,seite,Nov22,labelname,oecd-equity|Nov22
Nov26R6Poll,datausa-construction-workforce,seite,Nov26,labelname,datausa-construction-workforce|Nov26
Nov26ResearchReader,datausa-cashiers-masters,seite,Nov26,labelname,datausa-cashiers-masters|Nov26
Nov28OECDAgent,oecd-equity,seite,Nov28,labelname,oecd-equity|Nov28
NumberReaderX,,keine,,keine,
OAI1DC154Nov05,datausa-occupation-salary-61-62,seite,Nov05,labelname,datausa-occupation-salary-61-62|Nov05
OAI4FFEApr17,datausa-sector61-state,seite,Apr17,labelname,datausa-sector61-state|Apr17
OAI4FFEJul16Current,datausa-sector61-state,seite,Jul16,labelname,datausa-sector61-state|Jul16
OAI7C97,ihme-cvd-deaths,seite,Dec15,signatur,ihme-cvd-deaths|Dec15
OAI7C97Dec26,ihme-cvd-deaths,seite,Dec26,labelname,ihme-cvd-deaths|Dec26
OAI7C97Nov18,ihme-cvd-deaths,seite,Nov18,labelname,ihme-cvd-deaths|Nov18
OAI7C97Oct09,ihme-cvd-deaths,seite,Oct09,labelname,ihme-cvd-deaths|Oct09
OAI7E,datausa-poverty-state,stichwort,,keine,
OAIApr15WatcherX,datausa-maids-wage,seite,Apr15,labelname,datausa-maids-wage|Apr15
OAIDataResearch,,keine,,keine,
OAIEquityDec02,oecd-equity,seite,Dec02,labelname,oecd-equity|Dec02
OAIEquityDec30Raw,oecd-equity,seite,Dec30,labelname,oecd-equity|Dec30
OAIEquityNov02,oecd-equity,seite,Nov02,labelname,oecd-equity|Nov02
OAIEquitySep04Agent,datausa-occupation-salary-61-62,seite,Sep04,labelname,datausa-occupation-salary-61-62|Sep04
OAIEquityTruth,oecd-regional-co2,seite,Sep12,signatur,oecd-regional-co2|Sep12
OAIFeb28Equity2,oecd-equity,seite,Feb28,labelname,oecd-equity|Feb28
OAIHelperDec31C,,keine,Dec31,labelname,
OAIHelperFeb25,datausa-construction-workforce,stichwort,Feb25,labelname,datausa-construction-workforce|Feb25
OAIHelperJune,,keine,,keine,
OAIHelperKLM,,keine,,keine,
OAIHelperMar22X,datausa-maids-wage,seite,Mar22,labelname,datausa-maids-wage|Mar22
OAIHelperNov11Probe,datausa-grocery-workforce,seite,Nov11,labelname,datausa-grocery-workforce|Nov11
OAIHelperSec,,keine,,keine,
OAIHelperXYZ,vermont-rent,seite,,keine,
OAIHouseholdNov02Scout,oecd-equity,seite,Nov02,labelname,oecd-equity|Nov02
OAIJan14CVD,ihme-cvd-deaths,seite,Jan14,labelname,ihme-cvd-deaths|Jan14
OAIJul03Poverty,datausa-poverty-state,seite,Jul03,labelname,datausa-poverty-state|Jul03
OAIJul19Helper,datausa-construction-workforce,seite,Jul19,labelname,datausa-construction-workforce|Jul19
OAIJul19SectorAgent,,keine,Jul19,labelname,
OAIJul20SectorAgent,datausa-sector61-state,seite,Jul20,labelname,datausa-sector61-state|Jul20
OAIJul26PovertyScout,datausa-poverty-state,seite,Jul26,labelname,datausa-poverty-state|Jul26
OAIJul26Researcher,,keine,Jul26,labelname,
OAIJul30Evening2028,ihme-cvd-deaths,seite,Jul30,labelname,ihme-cvd-deaths|Jul30
OAIJulBar,datausa-poverty-state,seite,Jul03,signatur,datausa-poverty-state|Jul03
OAIJulThirtyResearch,oecd-regional-co2,seite,Feb15,signatur,oecd-regional-co2|Feb15
OAIJun07Research,,keine,Jun07,labelname,
OAIJun09Research,fuel-poverty-ni,seite,Jun09,labelname,fuel-poverty-ni|Jun09
OAIJun19OECDScout,oecd-equity,seite,Jun19,labelname,oecd-equity|Jun19
OAIJun30Scout,ihme-cvd-deaths,seite,Jun30,labelname,ihme-cvd-deaths|Jun30
OAIJune20Coord,datausa-occupation-salary-61-62,seite,,keine,
OAIJuneHelper2,,keine,,keine,
OAINov26SectorScout,datausa-sector61-state,seite,Nov26,labelname,datausa-sector61-state|Nov26
OAIObserverMay27X,,keine,May27,labelname,
OAIOct28Y,,keine,Oct28,labelname,
OAIProdDec22Scout,ihme-cvd-deaths,seite,Dec22,labelname,ihme-cvd-deaths|Dec22
OAIResearchAgent,datausa-grocery-workforce,seite,,keine,
OAIResearchApr08,datausa-cashiers-masters,seite,Apr08,labelname,datausa-cashiers-masters|Apr08
OAIResearchAug21OECD,oecd-equity,seite,Aug21,labelname,oecd-equity|Aug21
OAIResearchDec13FP,ihme-family-planning,seite,Dec13,labelname,ihme-family-planning|Dec13
OAIResearchFeb14FP,ihme-family-planning,seite,Feb14,labelname,ihme-family-planning|Feb14
OAIResearchFeb17,uefa-pass-accuracy,stichwort,Feb17,labelname,uefa-pass-accuracy|Feb17
OAIResearchFeb27X,oecd-equity,seite,Feb27,labelname,oecd-equity|Feb27
OAIResearchHelper987,,keine,,keine,
OAIResearchJul09,datausa-occupation-salary-61-62,stichwort,Jul09,labelname,datausa-occupation-salary-61-62|Jul09
OAIResearchJun22,datausa-poverty-state,stichwort,Jun22,labelname,datausa-poverty-state|Jun22
OAIResearchMar26,oecd-equity,seite,Mar26,labelname,oecd-equity|Mar26
OAIResearchMay24,datausa-poverty-county,seite,May24,labelname,datausa-poverty-county|May24
OAIResearchMay3X,vermont-rent,seite,,keine,
OAIResearchNov23,oecd-equity,seite,Nov23,labelname,oecd-equity|Nov23
OAIResearchOct26,datausa-sector61-state,seite,Oct26,labelname,datausa-sector61-state|Oct26
OAIResearcherX,datausa-occupation-salary-61-62,stichwort,,keine,
OAISequenceNovOne,datausa-grocery-workforce,seite,,keine,
OAITestNov12,,keine,Nov12,labelname,
OAITestX,datausa-police-wage-age,seite,Oct28,signatur,datausa-police-wage-age|Oct28
OAIThreadNov26Grocery,datausa-grocery-workforce,seite,Nov26,labelname,datausa-grocery-workforce|Nov26
OAIThreadNov26GroceryC,datausa-grocery-workforce,seite,Nov26,labelname,datausa-grocery-workforce|Nov26
OAIUserJune,,keine,,keine,
OAIWageResearcher,,keine,,keine,
OECDArchiveReaderX28653102X,oecd-equity,seite,May14,signatur,oecd-equity|May14
OECDArchiveReaderX53996760X,oecd-equity,seite,Oct26,signatur,oecd-equity|Oct26
OECDDec29Agent,oecd-equity,seite,Dec29,labelname,oecd-equity|Dec29
